,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_relationship,incident_state,incident_city,incident_location,witnesses,total_claim_amount,auto_make,auto_model,auto_year,month_sin,month_cos,severe
494,338.0,47.0,OH,250/500,2000.0,1486.04,0.0,615688,FEMALE,Associate,armed-forces,own-child,OH,Northbrook,9081 Cherokee Hwy,3.0,64100.0,Dodge,RAM,2014.0,0.49999999999999994,0.8660254037844387,0
495,261.0,46.0,IN,100/300,1000.0,870.55,0.0,465631,MALE,PhD,prof-specialty,unmarried,SC,Springfield,1532 Washington St,3.0,80280.0,Chevrolet,Tahoe,2013.0,-1.0,-1.8369701987210297e-16,1
496,321.0,44.0,IL,500/1000,2000.0,1344.56,6000000.0,443344,MALE,Associate,machine-op-inspct,husband,NY,Northbend,4625 MLK Drive,2.0,4680.0,Accura,MDX,1999.0,0.8660254037844387,-0.4999999999999998,0
497,0.0,32.0,OH,500/1000,1000.0,1377.04,0.0,441363,MALE,College,tech-support,wife,NY,Springfield,1529 Elm Ridge,1.0,39720.0,Accura,MDX,2002.0,0.8660254037844386,0.5000000000000001,0
498,405.0,58.0,IL,250/500,500.0,1237.88,0.0,462683,MALE,MD,exec-managerial,not-in-family,NY,Arlington,2086 Francis Drive,0.0,63580.0,Mercedes,ML350,1997.0,0.8660254037844387,-0.4999999999999998,0
499,304.0,49.0,IN,100/300,1000.0,1525.86,0.0,463184,FEMALE,PhD,craft-repair,own-child,NC,Northbend,9066 Best Ridge,1.0,73370.0,Saab,95,2013.0,-1.0,-1.8369701987210297e-16,1
500,1.0,29.0,OH,500/1000,500.0,854.58,0.0,612826,FEMALE,JD,craft-repair,other-relative,SC,Northbrook,7178 Best Drive,3.0,86790.0,Honda,CRV,2003.0,0.49999999999999994,-0.8660254037844387,1
501,26.0,39.0,IN,250/500,1000.0,770.76,0.0,433155,MALE,Masters,tech-support,husband,WV,Columbus,9821 Francis Ave,2.0,49800.0,Mercedes,ML350,2015.0,0.49999999999999994,0.8660254037844387,0
502,202.0,38.0,IL,100/300,2000.0,1132.74,0.0,616120,FEMALE,Associate,armed-forces,husband,WV,Hillsdale,7061 Cherokee Drive,1.0,77440.0,Nissan,Ultima,2005.0,0.49999999999999994,0.8660254037844387,1
503,289.0,48.0,IL,500/1000,500.0,1173.37,8000000.0,461744,FEMALE,PhD,handlers-cleaners,own-child,SC,Springfield,1325 1st Lane,0.0,42900.0,Accura,TL,1999.0,-0.8660254037844385,-0.5000000000000004,0
504,61.0,26.0,OH,100/300,2000.0,1188.28,6000000.0,475916,FEMALE,JD,farming-fishing,wife,VA,Hillsdale,3769 Sky St,0.0,53820.0,Ford,F150,2015.0,-0.4999999999999997,-0.8660254037844388,0
505,334.0,46.0,IL,100/300,1000.0,876.88,6000000.0,454434,MALE,MD,sales,other-relative,WV,Hillsdale,8489 Pine Hwy,1.0,57330.0,Jeep,Grand Cherokee,1998.0,0.49999999999999994,0.8660254037844387,0
506,12.0,24.0,IL,500/1000,1000.0,1143.95,0.0,464353,FEMALE,PhD,tech-support,other-relative,NY,Riverwood,6329 Apache Ave,1.0,53370.0,Nissan,Ultima,2011.0,-0.5000000000000004,0.8660254037844384,0
507,86.0,29.0,IL,100/300,2000.0,1409.06,0.0,610302,MALE,High School,prof-specialty,husband,NY,Northbrook,9293 Pine Lane,2.0,62920.0,Accura,MDX,2005.0,-0.8660254037844385,-0.5000000000000004,0
508,83.0,24.0,IN,500/1000,1000.0,1070.63,0.0,462106,FEMALE,High School,machine-op-inspct,unmarried,NY,Arlington,9224 Sky Drive,1.0,61600.0,Honda,CRV,2003.0,0.49999999999999994,0.8660254037844387,0
509,126.0,30.0,IL,500/1000,2000.0,916.13,0.0,431389,MALE,College,sales,unmarried,NY,Northbend,8862 Maple Ridge,0.0,74160.0,Mercedes,E400,2002.0,-1.0,-1.8369701987210297e-16,1
510,209.0,38.0,OH,250/500,500.0,1191.5,0.0,442866,MALE,High School,priv-house-serv,husband,WV,Arlington,3492 Flute Lane,0.0,80100.0,Audi,A3,2015.0,0.49999999999999994,0.8660254037844387,1
511,283.0,48.0,OH,500/1000,1000.0,1474.66,0.0,446755,FEMALE,JD,sales,husband,NY,Hillsdale,6484 Tree Drive,3.0,6560.0,Volkswagen,Jetta,2003.0,0.49999999999999994,0.8660254037844387,0
512,194.0,34.0,IL,250/500,1000.0,1193.45,0.0,464743,MALE,JD,other-service,not-in-family,WV,Northbend,4554 Sky Ave,1.0,58800.0,Nissan,Pathfinder,1997.0,0.49999999999999994,-0.8660254037844387,0
513,184.0,38.0,IL,250/500,1000.0,1437.53,0.0,437889,FEMALE,College,transport-moving,not-in-family,PA,Northbrook,5201 Texas Hwy,2.0,53730.0,Dodge,RAM,2013.0,-1.0,-1.8369701987210297e-16,0
514,479.0,60.0,IL,100/300,2000.0,1304.83,0.0,473638,FEMALE,College,other-service,husband,NY,Arlington,3982 Weaver Lane,0.0,60600.0,Honda,Civic,2001.0,-0.4999999999999997,-0.8660254037844388,0
515,284.0,48.0,OH,250/500,1000.0,1168.8,0.0,444232,FEMALE,JD,tech-support,other-relative,NY,Northbrook,3660 Andromedia Hwy,3.0,35750.0,Mercedes,E400,2001.0,1.0,6.123233995736766e-17,0
516,65.0,27.0,IN,100/300,1000.0,1164.97,0.0,477695,FEMALE,College,adm-clerical,wife,WV,Arlington,7135 Flute Lane,2.0,42840.0,Chevrolet,Silverado,2004.0,-1.0,-1.8369701987210297e-16,0
517,222.0,39.0,IL,250/500,1000.0,1232.72,0.0,458237,MALE,High School,armed-forces,own-child,SC,Springfield,4414 Solo Drive,0.0,87960.0,Jeep,Wrangler,1999.0,0.49999999999999994,0.8660254037844387,1
518,196.0,41.0,IL,250/500,2000.0,1800.76,0.0,441499,MALE,JD,protective-serv,other-relative,SC,Hillsdale,2920 5th Ave,0.0,47800.0,Jeep,Grand Cherokee,2009.0,-0.4999999999999997,-0.8660254037844388,0
519,253.0,43.0,IL,500/1000,500.0,1187.01,7000000.0,613436,FEMALE,Associate,tech-support,unmarried,NY,Northbrook,2986 MLK Drive,1.0,3840.0,Chevrolet,Tahoe,2014.0,-0.8660254037844385,-0.5000000000000004,0
520,280.0,43.0,IN,100/300,1000.0,1559.34,0.0,448912,MALE,JD,transport-moving,own-child,NY,Riverwood,1580 Maple Lane,2.0,77000.0,Accura,RSX,2004.0,-0.4999999999999997,-0.8660254037844388,1
521,5.0,26.0,IL,250/500,2000.0,1137.02,0.0,468872,FEMALE,PhD,farming-fishing,not-in-family,WV,Springfield,3706 Texas Hwy,3.0,88110.0,Audi,A5,2003.0,-0.4999999999999997,-0.8660254037844388,1
522,220.0,42.0,IN,100/300,1000.0,1281.72,0.0,619811,MALE,College,farming-fishing,other-relative,SC,Northbend,9109 Britain Drive,2.0,47740.0,Honda,Civic,2005.0,-0.8660254037844385,-0.5000000000000004,0
523,85.0,30.0,OH,100/300,1000.0,796.35,0.0,614166,FEMALE,MD,craft-repair,own-child,SC,Northbend,2290 4th Ave,1.0,58960.0,Ford,F150,2004.0,-2.4492935982947064e-16,1.0,0
524,266.0,46.0,OH,250/500,500.0,1270.02,0.0,456600,FEMALE,Associate,tech-support,own-child,NC,Northbrook,4232 Britain Ridge,2.0,2160.0,Toyota,Corolla,2004.0,1.0,6.123233995736766e-17,0
525,41.0,26.0,IL,100/300,1000.0,1383.13,0.0,618405,FEMALE,JD,prof-specialty,own-child,SC,Riverwood,6677 Andromedia Drive,1.0,6890.0,Jeep,Grand Cherokee,1997.0,1.0,6.123233995736766e-17,0
526,316.0,45.0,IL,100/300,2000.0,1290.74,5000000.0,430832,FEMALE,High School,prof-specialty,husband,VA,Springfield,5868 Sky Hwy,0.0,78870.0,Suburu,Legacy,2013.0,-2.4492935982947064e-16,1.0,1
527,285.0,47.0,IN,100/300,1000.0,1216.68,0.0,610989,FEMALE,Masters,sales,other-relative,SC,Columbus,3053 Lincoln Drive,1.0,2700.0,Ford,F150,2013.0,-1.0,-1.8369701987210297e-16,0
528,379.0,54.0,IL,100/300,500.0,1251.16,0.0,447750,FEMALE,Associate,machine-op-inspct,not-in-family,WV,Riverwood,7041 Tree Ridge,1.0,75960.0,Jeep,Grand Cherokee,2010.0,-2.4492935982947064e-16,1.0,1
529,15.0,34.0,IN,250/500,2000.0,1586.41,0.0,608708,FEMALE,High School,sales,other-relative,WV,Northbrook,7223 Embaracadero St,3.0,75570.0,BMW,X5,2010.0,0.8660254037844387,-0.4999999999999998,1
530,354.0,48.0,IL,500/1000,2000.0,1526.11,5000000.0,469650,FEMALE,Masters,sales,unmarried,SC,Columbus,8081 Flute Ridge,3.0,90240.0,Chevrolet,Malibu,1995.0,0.8660254037844387,-0.4999999999999998,1
531,342.0,53.0,IN,100/300,1000.0,1028.44,0.0,602304,FEMALE,College,prof-specialty,not-in-family,SC,Springfield,8618 Texas Lane,0.0,80960.0,Accura,MDX,2000.0,-0.5000000000000004,0.8660254037844384,1
532,169.0,38.0,IL,100/300,1000.0,1555.94,0.0,459878,MALE,PhD,craft-repair,own-child,VA,Riverwood,3508 Washington St,3.0,79080.0,Mercedes,C300,2012.0,0.49999999999999994,0.8660254037844387,1
533,339.0,49.0,IN,500/1000,2000.0,1570.77,0.0,441142,MALE,JD,adm-clerical,not-in-family,SC,Columbus,2193 4th Ridge,3.0,6820.0,Mercedes,ML350,2009.0,0.8660254037844386,0.5000000000000001,0
534,259.0,42.0,OH,100/300,2000.0,1170.53,0.0,465667,FEMALE,PhD,armed-forces,wife,WV,Northbend,8897 Sky St,2.0,62590.0,Nissan,Pathfinder,2006.0,0.49999999999999994,0.8660254037844387,0
535,65.0,23.0,OH,250/500,1000.0,1099.95,0.0,473109,FEMALE,College,sales,wife,NY,Arlington,9611 Pine Ridge,0.0,52400.0,Accura,MDX,2005.0,-2.4492935982947064e-16,1.0,0
536,254.0,46.0,IL,250/500,2000.0,1472.43,0.0,619794,MALE,MD,tech-support,husband,WV,Arlington,7825 1st Ridge,3.0,63580.0,Volkswagen,Jetta,2004.0,-0.4999999999999997,-0.8660254037844388,0
537,440.0,55.0,IL,250/500,500.0,1275.62,0.0,602258,FEMALE,Associate,priv-house-serv,other-relative,NY,Riverwood,3039 Oak Hwy,1.0,61400.0,Nissan,Ultima,1995.0,-0.5000000000000004,0.8660254037844384,0
538,478.0,63.0,IL,250/500,1000.0,1292.3,0.0,479724,MALE,High School,adm-clerical,own-child,VA,Northbend,8204 Pine Lane,3.0,4700.0,Dodge,Neon,2007.0,1.2246467991473532e-16,-1.0,0
539,230.0,44.0,IN,250/500,2000.0,1009.37,0.0,442210,FEMALE,College,prof-specialty,other-relative,SC,Riverwood,9787 Andromedia Ave,2.0,74140.0,BMW,X5,2015.0,1.2246467991473532e-16,-1.0,1
540,138.0,30.0,OH,500/1000,500.0,1093.07,4000000.0,463291,FEMALE,PhD,other-service,wife,VA,Hillsdale,9633 Rock Hwy,2.0,83160.0,Volkswagen,Jetta,2011.0,0.49999999999999994,0.8660254037844387,1
541,239.0,41.0,OH,250/500,1000.0,1325.44,7000000.0,474898,FEMALE,JD,farming-fishing,other-relative,NC,Arlington,6303 1st Drive,2.0,10790.0,Mercedes,E400,2013.0,-0.5000000000000004,0.8660254037844384,0
542,93.0,31.0,IL,100/300,2000.0,1017.18,0.0,431354,FEMALE,MD,prof-specialty,husband,NC,Arlington,2014 Rock Ave,3.0,48070.0,Saab,92x,2014.0,0.49999999999999994,0.8660254037844387,0
543,37.0,25.0,OH,100/300,1000.0,1221.17,0.0,617460,FEMALE,Masters,protective-serv,not-in-family,SC,Northbrook,8983 Tree St,0.0,51030.0,Suburu,Impreza,1996.0,1.0,6.123233995736766e-17,0
544,254.0,40.0,IN,100/300,500.0,1927.87,0.0,609317,MALE,MD,prof-specialty,husband,VA,Arlington,6260 5th Lane,1.0,43280.0,Honda,Civic,1996.0,1.2246467991473532e-16,-1.0,0
545,131.0,29.0,IN,250/500,1000.0,978.27,0.0,479821,FEMALE,Associate,sales,own-child,SC,Hillsdale,2725 Britain Ridge,3.0,76400.0,Suburu,Forrestor,2003.0,-0.4999999999999997,-0.8660254037844388,1
546,230.0,43.0,IN,100/300,2000.0,1221.14,0.0,473394,MALE,MD,prof-specialty,wife,VA,Hillsdale,3089 Oak Ridge,2.0,75460.0,Audi,A5,2002.0,1.2246467991473532e-16,-1.0,1
547,313.0,50.0,OH,100/300,2000.0,1255.62,0.0,603882,MALE,MD,armed-forces,unmarried,OH,Northbrook,6206 3rd Ridge,1.0,69000.0,Ford,F150,1995.0,1.2246467991473532e-16,-1.0,0
548,210.0,38.0,IN,250/500,500.0,999.52,0.0,615229,MALE,JD,tech-support,other-relative,VA,Springfield,7240 5th Ridge,2.0,8640.0,Accura,TL,2008.0,-2.4492935982947064e-16,1.0,0
549,101.0,29.0,OH,250/500,500.0,1380.89,0.0,620197,MALE,PhD,armed-forces,own-child,SC,Arlington,8100 3rd Ave,1.0,67210.0,BMW,X6,1996.0,-0.8660254037844385,-0.5000000000000004,0
550,153.0,37.0,IN,500/1000,500.0,1010.77,0.0,438215,MALE,High School,transport-moving,unmarried,NC,Arlington,3282 4th Lane,3.0,42500.0,Volkswagen,Jetta,1999.0,-0.5000000000000004,0.8660254037844384,0
551,337.0,53.0,OH,100/300,500.0,1205.86,0.0,444583,MALE,Associate,armed-forces,wife,SC,Arlington,3227 Maple Ave,1.0,86400.0,Accura,RSX,2001.0,0.49999999999999994,-0.8660254037844387,1
552,360.0,51.0,IL,500/1000,1000.0,1526.61,0.0,471866,MALE,Masters,handlers-cleaners,not-in-family,SC,Hillsdale,4264 Lincoln Ridge,2.0,4620.0,Dodge,RAM,2009.0,-0.5000000000000004,0.8660254037844384,0
553,428.0,53.0,IL,100/300,1000.0,1496.44,0.0,616884,FEMALE,High School,tech-support,unmarried,NC,Springfield,2215 Best Ave,2.0,6930.0,Honda,CRV,2013.0,0.49999999999999994,-0.8660254037844387,0
554,204.0,40.0,IL,100/300,500.0,1256.2,0.0,448310,FEMALE,JD,sales,not-in-family,SC,Northbend,5363 Weaver Lane,2.0,41700.0,Saab,95,2013.0,0.49999999999999994,0.8660254037844387,0
555,364.0,51.0,IL,100/300,500.0,1268.35,0.0,478902,MALE,Masters,transport-moving,wife,NY,Northbrook,2397 Cherokee Ave,1.0,77330.0,Volkswagen,Jetta,2014.0,0.8660254037844387,-0.4999999999999998,1
556,185.0,35.0,IN,500/1000,2000.0,1421.59,0.0,442695,MALE,College,other-service,own-child,WV,Arlington,9794 Embaracadero St,3.0,4950.0,Ford,F150,2011.0,1.0,6.123233995736766e-17,0
557,63.0,26.0,IL,500/1000,500.0,1500.04,6000000.0,613826,MALE,PhD,craft-repair,own-child,NC,Northbrook,1810 Elm Hwy,2.0,5160.0,Accura,TL,2004.0,-0.8660254037844386,0.5000000000000001,0
558,210.0,35.0,IL,100/300,500.0,1433.24,0.0,476203,FEMALE,College,exec-managerial,not-in-family,WV,Riverwood,9603 Texas Lane,1.0,24570.0,Saab,95,2006.0,0.8660254037844387,-0.4999999999999998,0
559,194.0,38.0,IN,100/300,2000.0,1231.25,0.0,604333,FEMALE,PhD,craft-repair,not-in-family,WV,Arlington,5650 Sky Drive,0.0,53680.0,Toyota,Camry,2011.0,0.49999999999999994,0.8660254037844387,0
560,294.0,49.0,IN,500/1000,500.0,1135.43,0.0,442604,MALE,Masters,farming-fishing,own-child,WV,Columbus,9633 MLK Lane,1.0,42900.0,Chevrolet,Malibu,2010.0,0.49999999999999994,0.8660254037844387,0
561,272.0,41.0,OH,250/500,2000.0,945.73,5000000.0,435663,MALE,MD,protective-serv,wife,NY,Arlington,4981 Flute Hwy,0.0,84100.0,Ford,Escape,2009.0,0.8660254037844387,-0.4999999999999998,1
562,27.0,27.0,IN,100/300,2000.0,1118.76,0.0,470866,FEMALE,College,adm-clerical,own-child,NY,Northbrook,9078 Francis Ridge,3.0,61560.0,Ford,Fusion,2008.0,1.2246467991473532e-16,-1.0,0
563,251.0,39.0,IN,500/1000,2000.0,1231.98,0.0,612908,FEMALE,Associate,other-service,not-in-family,NY,Hillsdale,1381 Francis Ave,0.0,44240.0,Dodge,RAM,1997.0,0.8660254037844387,-0.4999999999999998,0
564,180.0,33.0,IN,500/1000,2000.0,1005.47,0.0,441871,FEMALE,JD,protective-serv,own-child,VA,Columbus,6435 Texas Ave,3.0,57700.0,Jeep,Grand Cherokee,2002.0,0.8660254037844387,-0.4999999999999998,0
565,392.0,50.0,OH,100/300,2000.0,1108.97,0.0,431496,FEMALE,PhD,exec-managerial,not-in-family,WV,Springfield,1248 MLK Ridge,2.0,108030.0,Saab,92x,2002.0,-0.8660254037844385,-0.5000000000000004,1
566,143.0,30.0,IN,100/300,500.0,1392.39,5000000.0,436499,FEMALE,High School,exec-managerial,unmarried,SC,Riverwood,3323 1st Lane,0.0,54300.0,Toyota,Highlander,2010.0,-0.5000000000000004,0.8660254037844384,0
567,371.0,54.0,IN,100/300,2000.0,1317.97,0.0,469853,MALE,High School,craft-repair,wife,SC,Columbus,6971 Best Ridge,2.0,32280.0,Ford,Fusion,2010.0,0.8660254037844387,-0.4999999999999998,0
568,292.0,42.0,IN,250/500,1000.0,1588.22,0.0,605369,MALE,JD,machine-op-inspct,other-relative,WV,Riverwood,7488 Lincoln Lane,1.0,84600.0,Chevrolet,Malibu,2007.0,1.0,6.123233995736766e-17,1
569,165.0,35.0,IL,250/500,500.0,900.02,6000000.0,448466,MALE,College,craft-repair,own-child,SC,Springfield,9007 Francis Hwy,3.0,69700.0,BMW,3 Series,2008.0,-2.4492935982947064e-16,1.0,0
570,158.0,33.0,OH,100/300,1000.0,1744.64,3000000.0,432786,MALE,JD,prof-specialty,unmarried,WV,Springfield,1491 Francis Ridge,1.0,36400.0,Volkswagen,Jetta,1998.0,-2.4492935982947064e-16,1.0,0
571,241.0,39.0,OH,250/500,1000.0,1260.56,0.0,473591,FEMALE,JD,adm-clerical,own-child,SC,Northbrook,3659 Oak Lane,2.0,37520.0,Jeep,Wrangler,2010.0,0.8660254037844387,-0.4999999999999998,0
572,103.0,33.0,OH,500/1000,2000.0,1021.14,0.0,618418,FEMALE,Masters,other-service,wife,NY,Northbend,4176 Britain Hwy,3.0,79090.0,Dodge,RAM,2014.0,-1.0,-1.8369701987210297e-16,1
573,402.0,54.0,OH,250/500,2000.0,1285.09,0.0,444558,MALE,JD,farming-fishing,not-in-family,NY,Springfield,5189 Francis Drive,2.0,67770.0,Mercedes,ML350,2013.0,-0.8660254037844385,-0.5000000000000004,0
574,102.0,32.0,OH,100/300,500.0,1537.07,3000000.0,457733,MALE,JD,tech-support,wife,OH,Northbend,6515 Oak Lane,0.0,47400.0,Chevrolet,Silverado,2004.0,-1.0,-1.8369701987210297e-16,0
575,182.0,40.0,IN,100/300,1000.0,1022.42,0.0,466161,MALE,PhD,other-service,husband,SC,Northbend,7168 Andromedia Ridge,2.0,71100.0,Audi,A3,2008.0,-2.4492935982947064e-16,1.0,1
576,282.0,46.0,OH,100/300,2000.0,1558.86,0.0,450800,MALE,MD,other-service,wife,NY,Springfield,7954 Tree Ridge,2.0,69400.0,BMW,M5,2012.0,-0.8660254037844385,-0.5000000000000004,0
577,222.0,39.0,OH,500/1000,500.0,1757.87,0.0,458993,MALE,High School,transport-moving,not-in-family,SC,Northbrook,1956 Apache St,1.0,55000.0,Saab,93,1996.0,0.8660254037844386,0.5000000000000001,0
578,415.0,52.0,IN,250/500,1000.0,973.5,0.0,468634,MALE,PhD,machine-op-inspct,not-in-family,WV,Arlington,9918 Andromedia Drive,3.0,51090.0,Toyota,Highlander,2003.0,0.8660254037844386,0.5000000000000001,0
579,51.0,34.0,OH,500/1000,500.0,1430.8,0.0,461264,MALE,PhD,machine-op-inspct,unmarried,NY,Springfield,5499 Flute Ridge,3.0,64200.0,Honda,Civic,2007.0,-2.4492935982947064e-16,1.0,0
580,255.0,45.0,IL,500/1000,500.0,1192.27,0.0,600184,MALE,High School,sales,own-child,NC,Riverwood,3311 2nd Drive,0.0,67320.0,Ford,Fusion,2006.0,-0.8660254037844386,0.5000000000000001,0
581,143.0,31.0,IL,250/500,500.0,1163.83,0.0,604874,MALE,Associate,protective-serv,husband,NC,Arlington,7609 Rock St,0.0,76120.0,Audi,A5,1999.0,-0.4999999999999997,-0.8660254037844388,1
582,130.0,28.0,OH,500/1000,1000.0,1003.15,0.0,462377,FEMALE,JD,farming-fishing,other-relative,SC,Hillsdale,4652 Flute Drive,1.0,85020.0,Ford,Fusion,2010.0,-0.5000000000000004,0.8660254037844384,1
583,242.0,41.0,OH,250/500,2000.0,1153.54,6000000.0,619657,MALE,Masters,protective-serv,unmarried,NY,Northbrook,6853 Sky Hwy,1.0,68090.0,Toyota,Corolla,2009.0,-0.8660254037844386,0.5000000000000001,0
584,96.0,27.0,IL,100/300,1000.0,1631.1,0.0,437323,FEMALE,High School,priv-house-serv,wife,WV,Arlington,7780 Flute Lane,2.0,6030.0,Nissan,Pathfinder,2007.0,0.8660254037844386,0.5000000000000001,0
585,180.0,35.0,IL,500/1000,1000.0,1252.48,0.0,432148,MALE,MD,machine-op-inspct,wife,OH,Springfield,1687 3rd Lane,3.0,5100.0,Chevrolet,Malibu,2000.0,-0.4999999999999997,-0.8660254037844388,0
586,150.0,30.0,IN,100/300,1000.0,1677.26,0.0,439690,MALE,College,sales,own-child,WV,Springfield,6378 Britain Ave,3.0,4590.0,Volkswagen,Jetta,2013.0,1.0,6.123233995736766e-17,0
587,463.0,59.0,IL,250/500,1000.0,979.73,0.0,601848,FEMALE,JD,exec-managerial,not-in-family,SC,Columbus,1306 Andromedia St,2.0,72400.0,Chevrolet,Tahoe,1999.0,-0.8660254037844385,-0.5000000000000004,1
588,472.0,64.0,IN,250/500,500.0,989.24,0.0,615821,MALE,Masters,other-service,not-in-family,NY,Northbrook,3664 Francis Ridge,3.0,70900.0,Mercedes,ML350,2002.0,-0.8660254037844385,-0.5000000000000004,1
589,75.0,25.0,IL,500/1000,1000.0,1389.86,0.0,472475,FEMALE,Associate,priv-house-serv,husband,WV,Springfield,5985 Lincoln Lane,3.0,65100.0,Saab,93,2011.0,-2.4492935982947064e-16,1.0,0
590,193.0,40.0,OH,100/300,500.0,1233.85,0.0,457463,FEMALE,College,handlers-cleaners,husband,PA,Hillsdale,3706 4th Hwy,1.0,64260.0,Ford,Escape,1999.0,0.8660254037844386,0.5000000000000001,0
591,43.0,43.0,IL,500/1000,500.0,1320.39,0.0,604861,FEMALE,Associate,armed-forces,not-in-family,WV,Arlington,6603 Francis Hwy,1.0,79970.0,Honda,CRV,1996.0,-0.5000000000000004,0.8660254037844384,1
592,253.0,41.0,IN,100/300,1000.0,1435.09,0.0,471519,FEMALE,College,machine-op-inspct,not-in-family,SC,Northbrook,7069 4th Hwy,0.0,56610.0,Chevrolet,Tahoe,1995.0,0.8660254037844387,-0.4999999999999998,0
593,152.0,30.0,IN,500/1000,500.0,1448.54,0.0,618682,FEMALE,JD,craft-repair,wife,VA,Northbrook,5093 Flute Lane,1.0,84590.0,Toyota,Highlander,2000.0,-0.5000000000000004,0.8660254037844384,1
594,160.0,38.0,OH,250/500,500.0,1733.56,0.0,441425,MALE,High School,sales,wife,SC,Hillsdale,5894 Flute Drive,1.0,66780.0,Mercedes,ML350,1996.0,-1.0,-1.8369701987210297e-16,0
595,56.0,36.0,IN,100/300,500.0,1533.07,0.0,609336,MALE,JD,farming-fishing,own-child,NC,Springfield,8459 Apache Ave,2.0,58500.0,Ford,Escape,2001.0,-0.5000000000000004,0.8660254037844384,0
596,286.0,41.0,IL,100/300,500.0,1106.77,0.0,603320,FEMALE,College,prof-specialty,other-relative,WV,Columbus,7447 Lincoln Ridge,0.0,5000.0,Dodge,RAM,2003.0,-1.0,-1.8369701987210297e-16,0
597,3.0,29.0,IL,100/300,500.0,995.7,5000000.0,615446,FEMALE,JD,priv-house-serv,unmarried,PA,Springfield,1821 Andromedia Ridge,1.0,5000.0,Mercedes,E400,2008.0,-0.5000000000000004,0.8660254037844384,0
598,286.0,41.0,IL,250/500,1000.0,1298.85,6000000.0,435967,FEMALE,High School,sales,other-relative,NY,Columbus,6859 Flute Ridge,3.0,54450.0,Saab,92x,2007.0,-2.4492935982947064e-16,1.0,0
599,239.0,38.0,OH,250/500,1000.0,1276.73,5000000.0,610246,FEMALE,Masters,handlers-cleaners,other-relative,WV,Northbrook,4175 Elm Ridge,3.0,61920.0,Saab,93,2003.0,-0.8660254037844385,-0.5000000000000004,0
600,64.0,29.0,OH,250/500,2000.0,1202.28,0.0,479327,MALE,High School,exec-managerial,other-relative,VA,Hillsdale,5007 Oak St,2.0,43700.0,Nissan,Pathfinder,2007.0,-0.8660254037844386,0.5000000000000001,0
601,98.0,31.0,IN,100/300,500.0,671.92,0.0,468300,MALE,Masters,machine-op-inspct,wife,NC,Riverwood,5790 Flute Ridge,0.0,64080.0,Ford,Escape,1997.0,0.8660254037844386,0.5000000000000001,0
602,16.0,35.0,IL,250/500,1000.0,1358.03,0.0,612660,MALE,JD,sales,own-child,SC,Hillsdale,8704 Britain Lane,1.0,55000.0,Volkswagen,Jetta,2008.0,-0.5000000000000004,0.8660254037844384,0
603,70.0,27.0,IN,250/500,1000.0,1008.79,4000000.0,466691,FEMALE,Masters,adm-clerical,own-child,WV,Columbus,7816 MLK Lane,3.0,4400.0,Toyota,Camry,2000.0,-0.4999999999999997,-0.8660254037844388,0
604,75.0,27.0,OH,100/300,1000.0,1141.1,0.0,468515,MALE,JD,armed-forces,other-relative,SC,Hillsdale,3618 Maple Lane,1.0,71640.0,Toyota,Highlander,2008.0,-2.4492935982947064e-16,1.0,1
605,246.0,44.0,OH,100/300,1000.0,1397.0,0.0,614521,MALE,High School,machine-op-inspct,not-in-family,NY,Arlington,7705 Lincoln Drive,0.0,61740.0,Accura,MDX,1997.0,1.0,6.123233995736766e-17,0
606,110.0,27.0,OH,500/1000,1000.0,1664.66,0.0,465921,FEMALE,Associate,priv-house-serv,own-child,SC,Springfield,8602 Washington Ridge,3.0,57500.0,Audi,A3,2010.0,-0.8660254037844385,-0.5000000000000004,0
607,236.0,39.0,IN,250/500,1000.0,1151.39,4000000.0,604555,FEMALE,Masters,exec-managerial,wife,NY,Springfield,2832 Andromedia Lane,0.0,8700.0,Accura,RSX,2003.0,-0.5000000000000004,0.8660254037844384,0
608,267.0,46.0,OH,100/300,2000.0,1546.01,0.0,616276,FEMALE,MD,adm-clerical,wife,VA,Riverwood,9760 4th Hwy,1.0,77100.0,Volkswagen,Jetta,1996.0,-0.8660254037844385,-0.5000000000000004,1
609,463.0,57.0,IL,250/500,500.0,1063.67,0.0,463356,MALE,Masters,priv-house-serv,wife,NY,Springfield,2509 Rock Drive,0.0,59400.0,Dodge,Neon,1995.0,-0.4999999999999997,-0.8660254037844388,0
610,303.0,46.0,IN,100/300,1000.0,709.14,0.0,450184,MALE,Masters,machine-op-inspct,husband,NY,Northbrook,2063 Weaver St,0.0,54890.0,Toyota,Corolla,2006.0,0.49999999999999994,0.8660254037844387,0
611,137.0,30.0,IL,250/500,500.0,1039.55,0.0,466393,MALE,MD,exec-managerial,unmarried,WV,Columbus,3818 Texas Ridge,1.0,74030.0,Chevrolet,Tahoe,2005.0,-2.4492935982947064e-16,1.0,1
612,56.0,42.0,IL,250/500,500.0,1339.39,0.0,471786,FEMALE,Associate,adm-clerical,not-in-family,NY,Columbus,3929 Elm Ave,2.0,61490.0,BMW,X5,1998.0,-0.4999999999999997,-0.8660254037844388,0
